name,description,smartItemId,typeID,volume,mass,radius,portionSize,groupID,groupName,categoryID,category Name,icon
EM Disintegrator (L),"Target: Battleship
Optimal Range: 35km
Distance at 50%: 80.5km

Will hit larger targets at greater distances and smaller targets at lower. ",7024715458185727704358262011601776846332460322780898252156714055883893021152,82034,390,219600,1,1,1986,Precursor Weapon,7,Module,ico82034.png
Plasma Cannon (L),"Target: Battleship
Optimal Range: 25km
Distance at 50%: 59km

Will hit larger targets at greater distances and smaller targets at lower. ",27255616836312193551310001886910418986282700871481986729546402450361676978138,82035,390,219600,1000,1,4805,Mass Driver Weapon,7,Module,ico82035.png
Tier 2 Autocannon (S),"Target: Frigate
Optimal Range: 11km
Distance at 50%: 24km

Will hit larger targets at greater distances. ",46010859434587981379391105390194150245286193401272476118929369130456941400169,82084,20,11200,2000,1,55,Projectile Weapon,7,Module,ico82084.png
Tier 3 Autocannon (S),"Target: Frigate
Optimal Range: 12.5km
Distance at 50%: 27km

Will hit larger targets at greater distances. ",80367578395298207178756597532850641763542454186121758670052329480737328853875,82085,20,11200,2000,1,55,Projectile Weapon,7,Module,ico82085.png
Tier 2 Rapid Plasma (S),"Target: Frigate
Optimal Range: 8.5km
Distance at 50%: 20km

Will hit larger targets at greater distances. ",30223392828509979142367107883907239629270530507031962346121291400525042464884,82086,20,11200,10,1,4806,Plasma Weapon,7,Module,ico82086.png
Tier 3 Rapid Plasma (S),"Target: Frigate
Optimal Range: 9km
Distance at 50%: 21km

Will hit larger targets at greater distances. ",103611888529933549508244110476945853993660785706218835422707991450688744329852,82087,20,11200,10,1,4806,Plasma Weapon,7,Module,ico82087.png
Tier 2 Coilgun (S),"Target: Frigate
Optimal Range: 37km
Distance at 50%: 86km

Will hit larger targets at greater distances. ",99888910930229752687667980015700313032464385100219562118231860491431183309679,82088,20,11200,2000,1,4805,Mass Driver Weapon,7,Module,ico82088.png
Tier 3 Coilgun (S),"Target: Frigate
Optimal Range: 40km
Distance at 50%: 92km

Will hit larger targets at greater distances. ",9878163612809460814102809389390195240529412352861713574494109038230585008867,82089,20,11200,2000,1,4805,Mass Driver Weapon,7,Module,ico82089.png
Tier 2 EM Disintegrator (S),"Target: Frigate
Optimal Range: 26km
Distance at 50%: 60km

Will hit larger targets at greater distances. ",98448830570416286803481617817997364949912342377121408020785270987232890986884,82090,20,11200,1,1,1986,Precursor Weapon,7,Module,ico82090.png
Tier 3 EM Disintegrator (S),"Target: Frigate
Optimal Range: 27km
Distance at 50%: 62km

Will hit larger targets at greater distances. ",26663889734371152705512319527938087461732166520638339774867038173935287936508,82091,20,11200,1,1,1986,Precursor Weapon,7,Module,ico82091.png
Tier 2 Coilgun (M),"Target: Frigate
Optimal Range: 57km
Distance at 50%: 132km

Will hit larger targets at greater distances and smaller targets at lower. ",81575527049895699305800337431835865541433201296515265292316510594570672013928,82092,80,45200,2000,1,4805,Mass Driver Weapon,7,Module,ico82092.png
Tier 3 Coilgun (M),"Target: Frigate
Optimal Range: 60km
Distance at 50%: 139km

Will hit larger targets at greater distances and smaller targets at lower. ",37976476175185885049059192811748584022228254585179253130943646729863445295731,82093,80,45200,2000,1,4805,Mass Driver Weapon,7,Module,ico82093.png
Tier 2 EM Disintegrator (M),"Target: Cruiser
Optimal Range: 29.5km
Distance at 50%: 68km

Will hit larger targets at greater distances and smaller targets at lower. ",81437473904518600494567508849858670574820877965606776380343604054424122986542,82094,80,45200,1,1,1986,Precursor Weapon,7,Module,ico82094.png
Tier 3 EM Disintegrator (M),"Target: Cruiser
Optimal Range: 30km
Distance at 50%: 69km

Will hit larger targets at greater distances and smaller targets at lower. ",76532043774709352636251102695887914782376706431767721816328213813375189071151,82095,80,45200,1,1,1986,Precursor Weapon,7,Module,ico82095.png
Tier 2 Rapid Plasma (M),"Target: Cruiser
Optimal Range: 10km
Distance at 50%: 39.5km

Will hit larger targets at greater distances and smaller targets at lower. ",73328406080680875622692245793265284797827611332229691282098712772580286762470,82096,80,45200,10,1,4806,Plasma Weapon,7,Module,ico82096.png
Tier 3 Rapid Plasma (M),"Target: Cruiser
Optimal Range: 17km
Distance at 50%: 41km

Will hit larger targets at greater distances and smaller targets at lower. ",87197893167581208294631088781175187504862864801726310530559827750036177140829,82097,80,45200,10,1,4806,Plasma Weapon,7,Module,ico82097.png
Tier 2 Howitzer (M),"Target: Cruiser
Optimal Range: 48km
Distance at 50%: 110km

Will hit larger targets at greater distances and smaller targets at lower. ",110065171370208089341971969502968386557490138823236087936838598664627516446771,82098,80,45200,2000,1,55,Projectile Weapon,7,Module,ico82098.png
Tier 3 Howitzer (M),"Target: Cruiser
Optimal Range: 50km
Distance at 50%: 115km

Will hit larger targets at greater distances and smaller targets at lower. ",81833061393816496458953982847441599353079705592264179533698541001881669359136,82099,80,45200,2000,1,55,Projectile Weapon,7,Module,ico82099.png
Tier 2 Railgun (L),"Target: Battleship
Optimal Range: 88km
Distance at 50%: 204km

Will hit larger targets at greater distances and smaller targets at lower. ",13125204170089033585887301140248189808582674592559350533656212739760457599711,82100,390,219600,2000,1,4805,Mass Driver Weapon,7,Module,ico82100.png
Tier 3 Railgun (L),"Target: Battleship
Optimal Range: 90km
Distance at 50%: 208km

Will hit larger targets at greater distances and smaller targets at lower. ",31290409592480218737550788023715503169234737404794036559857071557574081964243,82101,390,219600,2000,1,4805,Mass Driver Weapon,7,Module,ico82101.png
Tier 2 Howitzer (L),"Target: Battleship
Optimal Range: 78km
Distance at 50%: 180km

Will hit larger targets at greater distances and smaller targets at lower. ",100812797683851357717074724210519300475235817889732682194292629110926010119915,82102,390,219600,2000,1,55,Projectile Weapon,7,Module,ico82102.png
Tier 3 Howitzer (L),"Target: Battleship
Optimal Range: 80km
Distance at 50%: 185km

Will hit larger targets at greater distances and smaller targets at lower. ",40016908030095734926879978790961458716417812481126866462497603427765984558880,82103,390,219600,2000,1,55,Projectile Weapon,7,Module,ico82103.png
Tier 2 Plasma Cannon (L),"Target: Battleship
Optimal Range: 26km
Distance at 50%: 60km

Will hit larger targets at greater distances and smaller targets at lower. ",29156430140243830969014608281554379377869388302686633705176176419140730575891,82104,390,219600,1000,1,4806,Plasma Weapon,7,Module,ico82104.png
Tier 3 Plasma Cannon (L),"Target: Battleship
Optimal Range: 27km
Distance at 50%: 62.5km

Will hit larger targets at greater distances and smaller targets at lower. ",89749361819708090136265737162942158861909474072284694252138962402610496270120,82105,390,219600,1000,1,4806,Plasma Weapon,7,Module,ico82105.png
Tier 2 EM Disintegrator (L),"Target: Battleship
Optimal Range: 36km
Distance at 50%: 82.5km

Will hit larger targets at greater distances and smaller targets at lower. ",46714227752316319874647169162385679163455126043271989891411958314344761602394,82106,390,219600,1,1,1986,Precursor Weapon,7,Module,ico82106.png
Tier 3 EM Disintegrator (L),"Target: Battleship
Optimal Range: 36km
Distance at 50%: 83km

Will hit larger targets at greater distances and smaller targets at lower. ",53060847440633597747504780640200646591468608943198677232110067751545611744908,82107,390,219600,1,1,1986,Precursor Weapon,7,Module,ico82107.png
Bulky Armor Plates,Placeholder,52019768474794342812550481357585291998734864219730463919465732622243256207461,82108,20,20800,1,1,4747,Defensive System,7,Module,ico82108.png
Coated Armor Plates,Placeholder,14470785696422717181430388275455908235025939875254326367826612202099138970977,82109,20,20800,1,1,4747,Defensive System,7,Module,ico82109.png
Reactive Armor Plates,Placeholder,70249366646778965338077952975761582878837930655971820952843517150912773299346,82110,20,20800,1,1,4747,Defensive System,7,Module,ico82110.png
Nimble Armor Plates,Placeholder,10047609014988224665586111166370064082863018696242041836206287848948345421523,82113,20,20800,1,1,4747,Defensive System,7,Module,ico82113.png
Systematic Armor Restorer,Placeholder,95269358766374380369785185642381555122158928079671700612984353223064827420814,82115,150,107600,1,1,62,Armor Repair Unit,7,Module,ico82115.png
AC Gyrojet Ammo 2 (S),,22540999447377725585923911287473506046606587363941962964838912079277741709702,82126,0.006,30,1,100,4623,Gyrojet Ammunition,8,Charge,ico82126.png
AC Gyrojet Ammo 3 (S),,64241546186941392502473159461286713630860850476974086948247639189307794215593,82127,0.006,30,1,100,4623,Gyrojet Ammunition,8,Charge,ico82127.png
AC Gyrojet Ammo 1 (S) ,,57256065505311134037223333078440100567438656522034042071174470184567596592842,82128,0.006,30,1,100,4623,Gyrojet Ammunition,8,Charge,ico82128.png
Rapid Plasma Ammo 1 (S),,17294024870109407848488424656401425103676419018126181674934966577291052567745,82130,0.006,0.01,1,100,4750,Plasma Charge,8,Charge,ico82130.png
Rapid Plasma Ammo 2 (S),,50914624348421551057106585014207092247648764109047958448631836151848115379132,82131,0.006,0.01,1,100,4750,Plasma Charge,8,Charge,ico82131.png
Rapid Plasma Ammo 1 (M),,30491302693529685108012584121388876416967050734968475849508148096604720030426,82132,0.012,0.1,1,100,4750,Plasma Charge,8,Charge,ico82132.png
Coilgun Ammo 1 (S),,72303041834441799565597028082148290553073890313361053989246429514519533100781,82133,0.006,30,1,100,4748,Coilgun Charge,8,Charge,ico82133.png
Coilgun Ammo 1 (M),,61479354035143367521214769487654213975873862754292496899681790498177686877272,82134,0.012,0.01,,100,4748,Coilgun Charge,8,Charge,ico82134.png
Coilgun Ammo 2 (M),,6129443805386239817876443416912297632176095451160260669746286625407026125319,82135,0.012,0.01,1,100,4748,Coilgun Charge,8,Charge,ico82135.png
Coilgun Ammo 3 (M) ,,67354718280169404021443440731407541587796051130999205908364611264535793720661,82136,0.012,0.01,1,100,4748,Coilgun Charge,8,Charge,ico82136.png
EM Disintegrator Charge 1 (M),,8858518426537329983933466267106268595221132757606363445751745159318509498822,82137,0.012,0.1,1,100,4739,EM Disintegrator Charge ,8,Charge,ico82137.png
EM Disintegrator Charge 2 (M),,101253223242191442101276093982924843670592072113737962946252558918363106914093,82138,0.012,1,1,100,4739,EM Disintegrator Charge ,8,Charge,ico82138.png
Howitzer Ammo 1 (M),,97864983224489097894244052702142975523569235774224423747287370232375792512651,82140,0.012,1,1,100,83,Projectile Ammo,8,Charge,ico82140.png
Railgun Ammo 1 (L),,56051135024452927012527687829144745344230839592441284610709373606990918454085,82141,0.018,1,10,100,4749,Railgun Charge,8,Charge,ico82141.png
Railgun Ammo 2 (L),,99467301128192934351055897263093629054994752688386461367469262527791520794355,82142,0.018,1,10,100,4749,Railgun Charge,8,Charge,ico82142.png
Railgun Ammo 3 (L),,2123469235785256268657219120683437644763850759020407478491138683756299480852,82143,0.018,1,10,100,4749,Railgun Charge,8,Charge,ico82143.png
Howitzer Ammo 1 (L),,90107301871454784036208326006801592164778199053973919389536820577232760155278,82145,0.018,1,10,100,83,Projectile Ammo,8,Charge,ico82145.png
Howitzer Ammo 2 (L),,113765203926952848138146374569221153892310071352576417376444797949005795279680,82146,0.018,1,10,100,83,Projectile Ammo,8,Charge,ico82146.png
Howitzer Ammo 3 (L),,18898053997411223659031024779493851284570980803012484750158549903342739152099,82147,0.018,1,10,100,83,Projectile Ammo,8,Charge,ico82147.png
Plasma Cannon Ammo 1 (L),,72120443888614541487512644232099412053242195393224761449365676752112146067182,82148,0.018,0.1,10,100,4750,Plasma Charge,8,Charge,ico82148.png
Plasma Cannon Ammo 2 (L),,99358093743789260915429096504579057141787741519046025690033423521232521379174,82149,0.018,1,10,100,4750,Plasma Charge,8,Charge,ico82149.png
EM Disintegrator Charge  (L) ,,50013980138949544536968676091289777897023621461320632769216866344521633336239,82150,0.018,1,1,100,4739,EM Disintegrator Charge ,8,Charge,ico82150.png
Bulwark Shield Generator,Grants shields to a ship.,32375152302301047425422412531196480503258041864364639420431904541796361265061,82170,66,99550,1000,1,4747,Defensive System,7,Module,ico82170.png
Attuned Shield Generator,Grants shields to a ship.,3922193411779184336331933114287567128755138291328449972890166410383529156032,82171,150,99550,1000,1,4747,Defensive System,7,Module,ico82171.png
Reinforced Shield Generator,Grants shields to a ship.,20046807627229907977787302320598419767152373134319723569981416766594340531531,82172,100,99550,1000,1,4747,Defensive System,7,Module,ico82172.png
Afterburner,Placeholder.,52472135653351480397689532723168928674357864360487671433064275946123626782334,82299,10,12446,1,1,46,Propulsion Module,7,Module,ico82299.PNG
Cargo Grid,Placeholder,2329308049881450508494807047806997156610162345528162257134477608280251789535,82337,160,236800,10,1,765,Expanded Cargohold,7,Module,ico82337.png
Hybrid Storage Array,Placeholder,10006288721482455373575640469686367397338339219124172184489314000244992122839,82341,80,128800,10,1,765,Expanded Cargohold,7,Module,ico82341.png
EM Field Array,,50916152996000328605490519618775464627316792401613301095975340787306807717686,82401,5,10000,1,1,77,Shield Hardener,7,Module,ico82401.png
Explosive Nanite Sequencer,,9357524283952122376150086152037742697928632504693839611075120993913531378834,82410,20,1,1,1,1701,Nanitic Armor Weave Sequencer,8,Charge,ico82410.png
EM Nanite Sequencer,,48043827179133536177258402217633251323435120427312719326858142843077511008438,82411,20,1,1,1,1701,Nanitic Armor Weave Sequencer,8,Charge,ico82411.png
Thermal Nanite Sequencer,,85330641040593662411704853860000435466872442586100489868802007871675683239570,82412,20,1,1,1,1701,Nanitic Armor Weave Sequencer,8,Charge,ico82412.png
Kinetic Nanite Sequencer,,97729199229669488806063573806281566713580088125544884677883122288666860736620,82413,20,1,1,1,1701,Nanitic Armor Weave Sequencer,8,Charge,ico82413.png
Ungher,"A heavy version of the Raubtier assault frigate, an icon of the Regicide military machine and one of the symbols of the fall of the Synod in the Metropole. The platform is well-protected, equipped with a powerful metabolic system, and decent weapon systems. Being quite large for its class, Ungher can compete with much heavier ships. Due to high technology and focused enhancements, the platform lacks some fairly basic systems if used outside of military operations.

Developed by Kyrisser on behalf of Regicide for closed licensing.",46133316973958170163833655507967400932749529227410105280606514231047216369372,82424,110372.0078,81883000,30,1,25,Frigate,6,Ship,
Microptero,"A frigate platform. The Microptero is an exceptionally lightweight platform built for Petrichor Prospect. It is one of the lightest ships in the frigate class and received numerous upgrades during years of extensive use including advanced stabilizers and a highly efficient fueling system. Intended for surveying, scouting and prospecting in hostile territory, the platform can be optimized for combat or reconnaissance. Oath, Far Reach and Visceral each deployed the Microptero as an electronic warfare interceptor and while various nefarious groups made use of its stealth profile and extreme speed.

Developed by PETRICHOR for open licensing and internal use.",48114884376050771830719155964736122892370677710830899183067226272049521710884,82425,24759.43164,18929160,30,1,25,Frigate,6,Ship,
Val,"A hauling frigate platform. The Val was frequently employed by GSC and Petrichor because of its ability to stand up to both the brutal environment and the hostile population. A small, agile freighter design with adequate combat and navigation support, it was a core component of armed cargo convoys featuring heavier combat platforms such as the Dremar or the Caruda. The VAL platform is durable enough for extended journeys in a variety of harsh conditions.

Developed by KODACHI SHIPYARDS for Eyrie's Boreas product line.",80577802854485497589518916213864906943525881257745763126542651908054788916265,82426,41784.92188,31369320,30,1,25,Frigate,6,Ship,
Harpia,"A mobile destroyer platform. The Harpia features the high-resolution sensor systems equipped on all Petrichor ships. This model excels in both combat reconnaissance and assault operations, having been adapted for hunting large targets with multiple weapon systems. A primary military product for Petrichor, the Harpia provided significant offensive and defensive support around resource extraction sites.

Developed by PETRICHOR limited open licensing and internal use.",13367149452021335142279089312392399187129690558570102343018671267829775211453,82427,94599.125,70823640,30,1,420,Destroyer,6,Ship,
Strix,"A destroyer platform. The Strix is a stealthy and durable hybrid destroyer platform that can be optimized for combat or recon missions. Like all Petrichor ships, this platform features extra armor in addition to its efficient fueling system and high-grade stabilizers, establishing it as a universally recognized combat asset.

Developed by PETRICHOR for limited licensing and internal use.",91546859124788798501423154908999896209149827298277222942127100719123064704309,82428,142460,104343080,30,1,420,Destroyer,6,Ship,
Dataist Light Cruiser,Placeholder,8063863644343683211170387331046119434774624664533218003418278474618035677349,82429,1261984.375,0,30,1,26,Cruiser,6,Ship,
Baile,"A platform for an assault cruiser. In the Regicide doctrine, ships of this type typically supported assault groups consisting of Unghers and Raubtier. Baile's large holds, combined with a robust strike base, make it a formidable cruiser for broad application. Instead of pneumatic bomb launchers, these ships were often equipped with a pneumatic supply system, for delivering goods to allies or to create a burden on the enemy's defense system with traps.

Developed by Kyrisser on behalf of Regicide for closed licensing.",97038308132228405455719542713772727720187418557738913265977658773152957839618,82430,735915.625,548435920,30,1,26,Cruiser,6,Ship,
Flegel,"A cargo cruiser platform. The Flegel accommodates decent combat equipment for its class and features a unique rotary propulsion system for effective maneuvering and mass transfer. The upper fuselage was designed with a robust wing-like structure allowing continued operation even under heavy fire to prevent the enemy from disrupting trade routes with small forces.

Developed by Eyrie for the Boreas product line.",91834114783699317774292367422736595645627392712335268844200250661730822611668,82431,221977.6719,164765800,30,1,26,Cruiser,6,Ship,
Axte,"A battlecruiser platform. The Axte was developed by Kyrisser specifically for Regicide’s more aggressive operations on the Frontier. This ship was a commerce-disrupting predator used extensively against the Synod and the Clans, though indiscriminate Axte deployment around crude extraction sites led to accusations piracy and claim jumping by other Venture corporations. Despite being more optimal for hunting than entrenched engagement, the combat qualities of the model make it a highly unattractive target for most assault groups.

Developed by Kyrisser on behalf of Regicide for closed licensing.",106417216231549535801042954996977769421622202713719257521127139854497688220662,82483,1251648.375,937032000,30,1,419,Combat Battlecruiser,6,Ship,
Bulky Armor Plates II,Placeholder,29143941020758882098690662469091830118177750890877672274908866661084895997098,82647,40,41600,1,1,4747,Defensive System,7,Module,ico82647.png
Coated Armor Plates II,Placeholder,80636961855781343813167503732180367412678496222465887758958254988431515438436,82648,40,41600,1,1,4747,Defensive System,7,Module,ico82648.png
Reactive Armor Plates II,Placeholder,55641814344664735950573205836554071856615235158997643793502724322668980765545,82649,40,41600,1,1,4747,Defensive System,7,Module,ico82649.png
Nimble Armor Plates II,Placeholder,25873301221919402593898874684765037745212742284388401967838418990735849076218,82650,40,41600,1,1,4747,Defensive System,7,Module,ico82650.png
Systematic Armor Restorer II,Placeholder,72301745453765717589345839308484986142450289139713929834569816436273668339091,82651,150,111400,1,1,62,Armor Repair Unit,7,Module,ico82651.png
Bulwark Shield Generator II,Grants shields to a ship.,17835910996058849814272944521091144399746130783600507174544169391594731117311,82652,120,181000,1000,1,4747,Defensive System,7,Module,ico82652.png
Attuned Shield Generator II,Grants shields to a ship.,109423508612138436404394695634255574400846781123068429679754624819079604373289,82653,150,181000,1000,1,4747,Defensive System,7,Module,ico82653.png
Reinforced Shield Generator II,Grants shields to a ship.,11289575048098879054980047347963830790246631883046520219447412062451008280545,82654,180,181000,1000,1,4747,Defensive System,7,Module,ico82654.png
Shield Restorer II,Improves the recharge rate of the shield.,94193806115803366778939341981207874185827121798823663159766276036495564780977,82667,150,111400,1000,1,39,Shield Recharger,7,Module,ico82667.png
MWD II,"The Low Power Microwarpdrive is a compact propulsion module, primarily intended for enhancing the speed of small utility drones for brief periods.",48523006854037742948070043025622268127635664986747428389720463593260110399576,82668,20,15135.2,1,1,46,Propulsion Module,7,Module,ico82668.png
Afterburner II,Placeholder.,85203627955100288263024189799557357155225747455911360155586315771981354505157,82681,10,15135.2,1,1,46,Propulsion Module,7,Module,ico82681.PNG
Warp Entangler II,Momentarily prevents a ship from warping.,96169184385272519531006540611436169247909284346410152495628908240279419714334,82682,50,104120,1,1,52,Warp Scrambler,7,Module,ico82682.png
Stasis Net II,Momentarily reduces the maximum speed of a ship.,18877717443376847467918401755554012487734195443955288396274013925834945920140,82683,50,103910,500,1,65,Stasis Web,7,Module,ico82683.png
MWD IV,"The Low Power Microwarpdrive is a compact propulsion module, primarily intended for enhancing the speed of small utility drones for brief periods.",38314283556880704390090125858009637344688770356771973739683752711228028522878,82914,20,21812.8,1,1,46,Propulsion Module,7,Module,ico82914.png
Afterburner IV,Placeholder.,73902299780747800436510876140822154231588405110225270281999981543397270455749,82915,20,21812.8,1,1,46,Propulsion Module,7,Module,ico82915.PNG
Zarquis Pocket Spawner,,3527983610445796036689881782425950769573958889702993102288951332581770213596,82967,0,0,1,1,227,Cloud,2,Celestial,
MWD VI,"The Low Power Microwarpdrive is a compact propulsion module, primarily intended for enhancing the speed of small utility drones for brief periods.",86691227548978635052511034559876517782136014682420682504778436721944697091991,83190,30,31240.4,1,1,46,Propulsion Module,7,Module,ico83190.png
Guided Light Missile,Placeholder,86100297247102832478050669849097339886378640706597712222158285415101270828281,83295,0.015,700,300,100,4762,Light Guided Missile,8,Charge,ico83295.png
Frontier Hive Orders ,A script for constellation patrol with unknown origins. This may be useful for activating the Frontier gate. ,67805253046218045346254143688399371572389959860724161006695456650630650188234,83409,0.001,0,1,1,526,Commodities,17,Commodity,ico83409.png
Bulky Armor Plates III,Placeholder,77957001814616644838555122426156175717897569388434464703534243312787807618660,83421,80,83200,1,1,4747,Defensive System,7,Module,ico83421.png
Bulky Armor Plates IV,Placeholder,5324885041208959884443864544534963408770036377808113924218452399571473655188,83422,160,166400,1,1,4747,Defensive System,7,Module,ico83422.png
Bulky Armor Plates V,Placeholder,14459329198219122122769282532780954494583113625511608641833112089293576638201,83423,320,332800,1,1,4747,Defensive System,7,Module,ico83423.png
Bulky Armor Plates VI,Placeholder,46123475458102512106479456380702642177932145937957134490651300328873985581236,83424,640,665600,1,1,4747,Defensive System,7,Module,ico83424.png
Coated Armor Plates III,Placeholder,103475525103668732459893943112598813859658226680954919885271592188854752128737,83425,80,83200,1,1,4747,Defensive System,7,Module,ico83425.png
Coated Armor Plates IV,Placeholder,80521086131143372717321582631259814923903187515500641371932641831374965053058,83426,170,166400,1,1,4747,Defensive System,7,Module,ico83426.png
Coated Armor Plates V,Placeholder,113148480857975375319991716288230946780637836281239477611285237765459734478624,83427,330,332800,1,1,4747,Defensive System,7,Module,ico83427.png
Coated Armor Plates VI,Placeholder,75220487458697944813021310823982924106602487255668466488415807508157270536087,83428,670,665600,1,1,4747,Defensive System,7,Module,ico83428.png
Reactive Armor Plates III,Placeholder,95257012139892855423496684505171760239599716583587181130501778277950899347171,83429,80,83200,1,1,4747,Defensive System,7,Module,ico83429.png
Reactive Armor Plates IV,Placeholder,44015532934571681496674387846159941935193614099065275975425753624660074565989,83430,170,166400,1,1,4747,Defensive System,7,Module,ico83430.png
Reactive Armor Plates V,Placeholder,115280002003432216629192582219496661325984736943557855052887277965180004436385,83431,330,332800,1,1,4747,Defensive System,7,Module,ico83431.png
Reactive Armor Plates VI,Placeholder,71799876466444660613791067302148436499374412176505613835039672104584008858632,83432,670,665600,1,1,4747,Defensive System,7,Module,ico83432.png
Nimble Armor Plates III,Placeholder,16108558225662974143482156851279357057473208588188226629476245787221415744479,83433,80,83200,1,1,4747,Defensive System,7,Module,ico83433.png
Nimble Armor Plates IV,Placeholder,10814206760431902038938490242159152470776054130801390741173492135925891088557,83434,170,166400,1,1,4747,Defensive System,7,Module,ico83434.png
Nimble Armor Plates V,Placeholder,21224267741522688849870384315597163198307511396977621644100338299259387277733,83435,330,332800,1,1,4747,Defensive System,7,Module,ico83435.png
Nimble Armor Plates VI,Placeholder,104895369739025667814115203918536552730566366593793202689298450284804872736508,83436,670,665600,1,1,4747,Defensive System,7,Module,ico83436.png
Systematic Armor Restorer III,Placeholder,62415249337618394417248775475154416417473344680730521190257818550934618900947,83437,200,222800,1,1,62,Armor Repair Unit,7,Module,ico83437.png
Systematic Armor Restorer IV,Placeholder,108771567570777201718530673432746630715002544708388824923168212845996696187320,83438,200,238000,1,1,62,Armor Repair Unit,7,Module,ico83438.png
Systematic Armor Restorer V,Placeholder,26504957996997971582311427055503371729713595474687724016495182418502934348451,83439,250,476000,1,1,62,Armor Repair Unit,7,Module,ico83439.png
Systematic Armor Restorer VI,Placeholder,16308164770435952048511197373707496469617492116654923860851708368586348495892,83440,250,536800,1,1,62,Armor Repair Unit,7,Module,ico83440.png
Adaptive Nanitic Armor Weave II, ( copy ),108366597786468578159656685135752993201796246820212245240223188877581730817796,83441,20,1,10,1,1699,Flex Armor Hardener,7,Module,ico83441.png
Adaptive Nanitic Armor Weave III, ( copy ),69230622291537533845479801791894294742405886803819802036107177565212607423014,83442,20,1,10,1,1699,Flex Armor Hardener,7,Module,ico83442.png
Adaptive Nanitic Armor Weave  IV, ( copy ),50377287283588366002100810415659567165698789288747177364801521283684459857792,83443,20,1,10,1,1699,Flex Armor Hardener,7,Module,ico83443.png
Adaptive Nanitic Armor Weave V, ( copy ),31354200349525957072470240265138436775119213317472133711040036554119922341287,83444,20,1,10,1,1699,Flex Armor Hardener,7,Module,ico83444.png
Adaptive Nanitic Armor Weave  VI, ( copy ),1760691631397025731019120103305654073801714722665196574771631797618616274923,83445,20,1,10,1,1699,Flex Armor Hardener,7,Module,ico83445.png
Bulwark Shield Generator V,Grants shields to a ship. ( copy ),69884083272100707810632492040585856373052901505537706154862166106511868994787,83446,888,1339400,1000,1,4747,Defensive System,7,Module,ico83446.png
Bulwark Shield Generator VI,Grants shields to a ship. ( copy ),18908051359650651717003931526365879700959388672402174847037144707382850108052,83447,1152,1737600,1000,1,4747,Defensive System,7,Module,ico83447.png
Bulwark Shield Generator III,Grants shields to a ship. ( copy ),69458946396741222540179089440628217828341124816753691344554617944385316134662,83448,336,506800,1000,1,4747,Defensive System,7,Module,ico83448.png
Bulwark Shield Generator IV,Grants shields to a ship. ( copy ),90736780485807739398162617814923763724613662022176207498670268371325889846920,83449,624,941200,1000,1,4747,Defensive System,7,Module,ico83449.png
Attuned Shield Generator III,Grants shields to a ship. ( copy ),33126065640642467075192483513933313678089698849318213908343936078726914507123,83450,300,506800,1000,1,4747,Defensive System,7,Module,ico83450.png
Attuned Shield Generator IV,Grants shields to a ship. ( copy ),69776755889137176416860687374808105211052756210391879442358605904172432863747,83451,300,941200,1000,1,4747,Defensive System,7,Module,ico83451.png
Attuned Shield Generator V,Grants shields to a ship. ( copy ),33734168868164267368417981417608124412781092911166087109002525887980551896315,83452,600,1339400,1000,1,4747,Defensive System,7,Module,ico83452.png
Attuned Shield Generator VI,Grants shields to a ship. ( copy ),93836598979515154129824782309003256805428993325744877996458236130518967053231,83453,600,1737600,1000,1,4747,Defensive System,7,Module,ico83453.png
Reinforced Shield Generator V,Grants shields to a ship. ( copy ),4359454066445188134720652984758344373957852260303883838379148220776401524423,83454,1340,1339400,1000,1,4747,Defensive System,7,Module,ico83454.png
Reinforced Shield Generator VI,Grants shields to a ship. ( copy ),21892371382179253641875557836541384550257543757921640413459770748982554240232,83455,1740,1737600,1000,1,4747,Defensive System,7,Module,ico83455.png
Reinforced Shield Generator III,Grants shields to a ship. ( copy ),61880023350923679299384832974364098017682623978656591222686051731588583193803,83456,510,506800,1000,1,4747,Defensive System,7,Module,ico83456.png
Reinforced Shield Generator IV,Grants shields to a ship. ( copy ),44172451838836811933524592757204584967323133252083812348247041497061495462516,83457,940,941200,1000,1,4747,Defensive System,7,Module,ico83457.png
Shield Restorer III,Improves the recharge rate of the shield. ( copy ),69157617409179448401767905021026837646325329645096512164309266933243897772572,83458,200,222800,1000,1,39,Shield Recharger,7,Module,ico83458.png
Shield Restorer IV,Improves the recharge rate of the shield. ( copy ),38166780698471900668500319510737506688547579235618624297410244990336500873624,83459,200,238000,1000,1,39,Shield Recharger,7,Module,ico83459.png
Shield Restorer V,Improves the recharge rate of the shield. ( copy ),71448236255598044877503313835709439699939112334551644917292982730375814786462,83460,250,476000,1000,1,39,Shield Recharger,7,Module,ico83460.png
Shield Restorer VI,Improves the recharge rate of the shield. ( copy ),38878846112336470323805636858238443276124645754713099663238233544460962613376,83461,250,536800,1000,1,39,Shield Recharger,7,Module,ico83461.png
Synthetic Mining Lens,A mining lens used in mining lasers. It uses a low-grade synthesized crystal as an alternative to natural crystal.,106757758933969621817485663307116114178786756537066962787326514633226151875190,83463,1,0,1,1,4764,Asteroid Mining Crystal,8,Charge,ico83463.png
MWD V,"The Low Power Microwarpdrive is a compact propulsion module, primarily intended for enhancing the speed of small utility drones for brief periods. ( copy )",49250558844800782354673877906822992604981103344745008708336693835448022994489,83495,30,25882,1,1,46,Propulsion Module,7,Module,ico83495.png
